Date,Open,High,Low,Close,Volume,ExDividend,SplitRatio,AdjOpen,AdjHigh,AdjLow,AdjClose,AdjVolume
2015-12-31,139.07,139.1,137.57,137.62,3462037.0,0.0,1.0,128.97861701541,129.00644011536002,127.58746201776,127.63383385101002,3462037.0
2015-12-30,139.58,140.44,139.22,139.34,2989367.0,0.0,1.0,129.45160971461002,130.24920524659998,129.11773251517,129.22902491499,2989367.0
2015-12-29,138.25,140.06,138.2,139.78,3943691.0,0.0,1.0,128.21811895003,129.89677931386,128.17174711677,129.63709704763,3943691.0
2015-12-28,137.74,138.045,136.54,137.61,3143412.0,0.0,1.0,127.74512625083,128.02799443368,126.63220225271002,127.62455948436,3143412.0
2015-12-24,138.43,138.88,138.11,138.25,1495226.0,0.0,1.0,128.38505754975,128.80240404904,128.08827781691002,128.21811895003,1495226.0
2015-12-23,138.3,139.305,138.11,138.54,5164909.0,0.0,1.0,128.26449078328002,129.19656463171,128.08827781691002,128.48707558291,5164909.0
2015-12-22,135.88,138.19,135.65,137.93,4263538.0,0.0,1.0,126.02009405373998,128.16247275012,125.80678362076999,127.9213392172,4263538.0
2015-12-21,135.83,135.83,134.02,135.5,5616636.0,0.0,1.0,125.97372222049,125.97372222049,124.29506185666,125.667668121,5616636.0
2015-12-18,136.41,136.96,134.27,134.9,10008280.0,0.0,1.0,126.51163548623998,127.02172565205,124.52692102293001,125.11120612193999,10008280.0
2015-12-17,139.35,139.5,136.3075,136.75,4089539.0,0.0,1.0,129.23829928164,129.3774147814,126.41657322806999,126.82696395238001,4089539.0
2015-12-16,139.12,139.65,137.79,139.29,4345474.0,0.0,1.0,129.02498884866,129.51653028117,127.79149808408,129.18265308173,4345474.0
2015-12-15,137.4,138.97,137.28,137.79,4238546.0,0.0,1.0,127.42979778469,128.8858733489,127.31850538488001,127.79149808408,4238546.0
2015-12-14,135.31,136.14,134.02,135.93,5141549.0,0.0,1.0,125.49145515463002,126.26122758667,124.29506185666,126.066465887,5141549.0
2015-12-11,135.23,135.44,133.91,134.57,5333567.0,0.0,1.0,125.41726022143,125.61202192110001,124.19304382348999,124.80515202246,5333567.0
2015-12-10,137.03,137.85,135.7201,136.78,4221948.0,0.0,1.0,127.08664621861,127.84714428398998,125.87179693098999,126.85478705233,4221948.0
2015-12-09,137.38,139.84,136.23,136.61,4614993.0,0.0,1.0,127.41124905139,129.69274324754,126.34469688653,126.69712281926,4614993.0
2015-12-08,138.28,139.06,137.53,138.05,3904755.0,0.0,1.0,128.24594204998002,128.96934264876,127.55036455116002,128.03263161701,3904755.0
2015-12-07,140.16,140.41,138.81,139.55,3279300.0,0.0,1.0,129.98952298037,130.22138214664,128.73748348248,129.42378661466,3279300.0
2015-12-04,138.09,141.02,137.99,140.43,4567752.0,0.0,1.0,128.06972908361,130.78711851235002,127.9769854171,130.23993087994,4567752.0
2015-12-03,140.1,140.73,138.19,138.92,5905763.0,0.0,1.0,129.93387678046003,130.51816187947,128.16247275012,128.83950151564,5905763.0
2015-12-02,140.93,141.21,139.5,139.7,3725193.0,0.0,1.0,130.70364921248998,130.96333147872,129.3774147814,129.56290211441998,3725193.0
2015-12-01,139.58,141.4,139.58,141.28,4195119.0,0.0,1.0,129.45160971461002,131.13954444509,129.45160971461002,131.02825204528,4195119.0
2015-11-30,138.61,139.9,138.52,139.42,4542014.0,0.0,1.0,128.55199614946002,129.74838944744,128.46852684959998,129.30321984819,4542014.0
2015-11-27,138.0,138.81,137.21,138.46,1415840.0,0.0,1.0,127.98625978375,128.73748348248,127.25358481832,128.41288064969999,1415840.0
2015-11-25,138.37,138.43,137.375,138.0,3238166.0,0.0,1.0,128.32941134984,128.38505754975,127.40661186806001,127.98625978375,3238166.0
2015-11-24,137.65,139.34,137.31,138.6,3407603.0,0.0,1.0,127.66165695097,129.22902491499,127.34632848483,128.54272178281,3407603.0
2015-11-23,138.53,138.87,137.12,138.46,5137872.0,0.0,1.0,128.47780121626002,128.79312968238997,127.17011551846001,128.41288064969999,5137872.0
2015-11-20,137.37,138.915,137.25,138.5,5176255.0,0.0,1.0,127.40197468474,128.83486433232,127.29068228493,128.4499781163,5176255.0
2015-11-19,136.21,137.7355,136.01,136.74,4753503.0,0.0,1.0,126.32614815321999,127.74095278583,126.14066082020001,126.81768958573,4753503.0
2015-11-18,134.79,135.91,134.26,135.82,4148771.0,0.0,1.0,125.00918808878001,126.04791715369,124.51764665628001,125.96444785383001,4148771.0
2015-11-17,134.22,134.82,133.31,133.82,2814487.0,0.0,1.0,124.48054918968,125.03701118873998,123.63658182443001,124.10957452363998,2814487.0
2015-11-16,131.79,134.09,131.79,133.71,4190777.0,0.0,1.0,122.22687809348,124.35998242321001,122.22687809348,124.00755649047,4190777.0
2015-11-13,132.95,133.0,131.65,131.75,4609621.0,0.0,1.0,123.302704625,123.34907645825001,122.09703696036999,122.18978062688,4609621.0
2015-11-12,134.7,134.7,133.01,133.04,4700465.0,0.0,1.0,124.92571878892001,124.92571878892001,123.3583508249,123.38617392486,4700465.0
2015-11-11,136.09,136.2,134.5,135.02,3164806.0,0.0,1.0,126.21485575341002,126.31687378657,124.7402314559,125.22249852176,3164806.0
2015-11-10,135.36,135.735,134.12,135.47,4520387.0,0.0,1.0,125.53782698789,125.8856157373,124.38780552316999,125.63984502105,4520387.0
2015-11-09,137.92,138.08,134.88,135.31,8074476.0,0.0,1.0,127.91206485053999,128.06045471696,125.09265738863998,125.49145515463002,8074476.0
2015-11-06,138.6,139.55,137.87,138.25,4744493.0,1.3,1.0,128.54272178281,129.42378661466,127.86569301728998,128.21811895003,4744493.0
2015-11-05,141.61,142.38,139.63,139.89,5093471.0,0.0,1.0,130.1108407346,130.81831441136,128.29162270865,128.53050992418002,5093471.0
2015-11-04,142.55,142.65,141.3,141.63,3516890.0,0.0,1.0,130.97450989843,131.06638959671002,129.82601366993,130.12921667426,3516890.0
2015-11-03,140.02,142.8,139.9,141.88,4349317.0,0.0,1.0,128.64995353193999,131.20420914413,128.53969789401,130.35891591996,4349317.0
2015-11-02,140.5,140.5165,139.57,140.37,3822212.0,0.0,1.0,129.09097608368998,129.10613623391,128.23649488968002,128.97153247592,3822212.0
2015-10-30,140.44,141.33,139.9,140.08,3983990.0,0.0,1.0,129.03584826472,129.85357757941003,128.53969789401,128.70508135091,3983990.0
2015-10-29,140.36,140.82,139.0201,140.55,3710245.0,0.0,1.0,128.9623445061,129.38499111819,127.73124842883999,129.13691593283002,3710245.0
